dialog_node,node_detail,text,parent,condition
120,0,"고객님 동원F&B의 다채로운 브랜드와 건강한 제품을 소개해드릴게요.<br> 아래 버튼을 클릭하시면 상세 안내페이지로 이동합니다.<br><br><a href='javascript:window.parent.postMessage(""https://www.dongwonfnb.com/services/Brand/Brand_List"",""*"")'>
<button class=""ext_btn"" type=""button"">동원F&B 브랜드소개</button></a>
<a href='javascript:window.parent.postMessage(""http://www.dongwonfnb.com/services/Product/Product_List"",""*"")'>
<button class=""ext_btn"" type=""button"">동원F&B 제품안내</button></a>",default,END
121,0,"고객님 참치 찾으세요?<br>아래 버튼을 누르시면 참치 검색 결과페이지로 이동합니다!<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/search/search.do?brandCd=&gncSearch=N&searchGncTermTop=N&bandSearch=N&searchBandTermTop=N&bandCate_id=0111&searchTermTop=참치"",""*"")'>
<button class=""ext_btn"" type=""button"">참치 상품 보러가기</button></a>",default,END
122,0,고객님 동원참치캔 제품에<br>사용되는 참치의 원산지는 원양산(태평양)입니다.<br>태평양 청정 해역에서 직접 잡은 싱싱한 참치를 급속냉동시켜 육질이 살아있습니다.<br>바다에서 온 건강 동원참치로 온가족 건강을 지키세요!,default,END
123,0,"고객님 만두 찾으세요?<br> 아래 버튼을 누르시면 만두 검색 결과페이지로 이동합니다!<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/search/search.do?brandCd=&gncSearch=N&searchGncTermTop=N&bandSearch=N&searchBandTermTop=N&bandCate_id=0111&searchTermTop=만두"",""*"")'>
<button class=""ext_btn"" type=""button"">만두 상품 보러가기</button></a>",default,END
123,0,"쪄 먹어도 구워 먹어도 참 맛있는 만두!<br> 만두 찾으시나요?<br> 아래 버튼을 누르시면 만두 검색 결과페이지로 이동합니다!<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/search/search.do?brandCd=&gncSearch=N&searchGncTermTop=N&bandSearch=N&searchBandTermTop=N&bandCate_id=0111&searchTermTop=만두"",""*"")'>
<button class=""ext_btn"" type=""button"">만두 상품 보러가기</button></a>",default,END
124,0,"고객님 리챔 찾으세요?<br> 아래 버튼을 누르시면 리챔 검색 결과페이지로 이동합니다!<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/search/search.do?brandCd=&gncSearch=N&searchGncTermTop=N&bandSearch=N&searchBandTermTop=N&bandCate_id=0111&searchTermTop=리챔"",""*"")'>
<button class=""ext_btn"" type=""button"">리챔 상품 보러가기</button></a>",default,END
125,0,"고객님 쎈쿡 찾으세요?<br> 아래 버튼을 누르시면 쎈쿡 검색 결과페이지로 이동합니다!<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/search/search.do?brandCd=&gncSearch=N&searchGncTermTop=N&bandSearch=N&searchBandTermTop=N&bandCate_id=0111&searchTermTop=쎈쿡"",""*"")'>
<button class=""ext_btn"" type=""button"">쎈쿡 상품 보러가기</button></a>",default,END
126,0,"고객님 아삭아삭~ 맛있는 김치 찾으세요?<br> 아래 버튼을 누르시면 김치 검색 결과페이지로 이동합니다!<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/search/search.do?brandCd=&gncSearch=N&searchGncTermTop=N&bandSearch=N&searchBandTermTop=N&bandCate_id=0111&searchTermTop=김치"",""*"")'>
<button class=""ext_btn"" type=""button"">김치 상품 보러가기</button></a>",default,END
127,0,"고객님 맑고 시원한 동원샘물 찾으세요?<br>  아래 버튼을 누르시면 동원샘물 검색 결과페이지로 이동합니다!<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/search/search.do?brandCd=&gncSearch=N&searchGncTermTop=N&bandSearch=N&searchBandTermTop=N&bandCate_id=0111&searchTermTop=샘물"",""*"")'>
<button class=""ext_btn"" type=""button"">동원샘물 상품 보러가기</button></a>",default,END
128,0,"지금 동원몰에서 가장 인기있는 상품이 궁금하신가요?<br> 아래 버튼을 클릭하시면 고객님께 가장 많은 사랑을 받은 동원몰 베스트 상품 페이지로 이동합니다!<br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/display/best100.do"",""*"")'><button class=""ext_btn"" type=""button"">베스트 상품 보러가기</button></a>",default,END
129,0,"지금 동원몰에서 가장 인기있는<br>상품이 궁금하신가요?<br>아래 버튼을 클릭하신 후 동원몰 인기상품 베스트 100에서 카테고리를 선택하시면 해당 카테고리의 베스트 상품을 확인하실 수 있습니다.<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/display/best100.do"",""*"")'>
<button class=""ext_btn"" type=""button"">베스트 상품 보러가기</button></a>",default,END
130,0,"지금 동원몰에서 가장 인기있는<br>상품이 궁금하신가요?<br>아래 버튼을 클릭하신 후 동원몰 인기상품 베스트 100에서 카테고리를 선택하시면 해당 카테고리의 베스트 상품을 확인하실 수 있습니다.<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/display/best100.do"",""*"")'>
<button class=""ext_btn"" type=""button"">베스트 상품 보러가기</button></a>",default,END
131,0,"지금 동원몰에서 가장 인기있는<br>상품이 궁금하신가요?<br>아래 버튼을 클릭하신 후 동원몰 인기상품 베스트 100에서 카테고리를 선택하시면 해당 카테고리의 베스트 상품을 확인하실 수 있습니다.<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/display/best100.do"",""*"")'>
<button class=""ext_btn"" type=""button"">베스트 상품 보러가기</button></a>",default,END
132,0,"지금 동원몰에서 가장 인기있는<br>상품이 궁금하신가요?<br>아래 버튼을 클릭하신 후 동원몰 인기상품 베스트 100에서 카테고리를 선택하시면 해당 카테고리의 베스트 상품을 확인하실 수 있습니다.<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/display/best100.do"",""*"")'>
<button class=""ext_btn"" type=""button"">베스트 상품 보러가기</button></a>",default,END
133,0,"지금 동원몰에서 가장 인기있는<br>상품이 궁금하신가요?<br>아래 버튼을 클릭하신 후 동원몰 인기상품 베스트 100에서 카테고리를 선택하시면 해당 카테고리의 베스트 상품을 확인하실 수 있습니다.<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/display/best100.do"",""*"")'>
<button class=""ext_btn"" type=""button"">베스트 상품 보러가기</button></a>",default,END
134,0,"지금 동원몰에서 가장 인기있는<br>상품이 궁금하신가요?<br>아래 버튼을 클릭하신 후 동원몰 인기상품 베스트 100에서 카테고리를 선택하시면 해당 카테고리의 베스트 상품을 확인하실 수 있습니다.<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/display/best100.do"",""*"")'>
<button class=""ext_btn"" type=""button"">베스트 상품 보러가기</button></a>",default,END
135,0,"지금 동원몰에서 가장 인기있는<br>상품이 궁금하신가요?<br>아래 버튼을 클릭하신 후 동원몰 인기상품 베스트 100에서 카테고리를 선택하시면 해당 카테고리의 베스트 상품을 확인하실 수 있습니다.<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/display/best100.do"",""*"")'>
<button class=""ext_btn"" type=""button"">베스트 상품 보러가기</button></a>",default,END
136,0,"지금 동원몰에서 가장 인기있는<br>상품이 궁금하신가요?<br>아래 버튼을 클릭하신 후 동원몰 인기상품 베스트 100에서 카테고리를 선택하시면 해당 카테고리의 베스트 상품을 확인하실 수 있습니다.<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/display/best100.do"",""*"")'>
<button class=""ext_btn"" type=""button"">베스트 상품 보러가기</button></a>",default,END
137,0,"지금 동원몰에서 가장 인기있는<br>상품이 궁금하신가요?<br>아래 버튼을 클릭하신 후 동원몰 인기상품 베스트 100에서 카테고리를 선택하시면 해당 카테고리의 베스트 상품을 확인하실 수 있습니다.<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/display/best100.do"",""*"")'>
<button class=""ext_btn"" type=""button"">베스트 상품 보러가기</button></a>",default,END
138,0,"지금 동원몰에서 가장 인기있는<br>상품이 궁금하신가요?<br>아래 버튼을 클릭하신 후 동원몰 인기상품 베스트 100에서 카테고리를 선택하시면 해당 카테고리의 베스트 상품을 확인하실 수 있습니다.<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/display/best100.do"",""*"")'>
<button class=""ext_btn"" type=""button"">베스트 상품 보러가기</button></a>",default,END
139,0,"지금 동원몰에서 가장 인기있는<br>상품이 궁금하신가요?<br>아래 버튼을 클릭하신 후 동원몰 인기상품 베스트 100에서 카테고리를 선택하시면 해당 카테고리의 베스트 상품을 확인하실 수 있습니다.<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/display/best100.do"",""*"")'>
<button class=""ext_btn"" type=""button"">베스트 상품 보러가기</button></a>",default,END
140,0,"지금 동원몰에서 가장 인기있는<br>상품이 궁금하신가요?<br>아래 버튼을 클릭하신 후 동원몰 인기상품 베스트 100에서 카테고리를 선택하시면 해당 카테고리의 베스트 상품을 확인하실 수 있습니다.<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/display/best100.do"",""*"")'>
<button class=""ext_btn"" type=""button"">베스트 상품 보러가기</button></a>",default,END
141,0,"지금 동원몰에서 가장 인기있는<br>상품이 궁금하신가요?<br>아래 버튼을 클릭하신 후 동원몰 인기상품 베스트 100에서 카테고리를 선택하시면 해당 카테고리의 베스트 상품을 확인하실 수 있습니다.<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/display/best100.do"",""*"")'>
<button class=""ext_btn"" type=""button"">베스트 상품 보러가기</button></a>",default,END
142,0,고객님 동원몰을 이용하시면  동원 제품은 물론 코스트코와 대형마트의 상품까지 한 번에! 쉽고 편리하게 배송받으실 수 있습니다. <br> 또한 동원몰 회원님들께는 매월 등급별 푸짐한 혜택을 드리고 있습니다.,default,seq
142,0_0,동원몰 회원님들께만 드리는 푸짐한 회원혜택! 소개해드릴까요?<br> 네 아니오로 말씀해주세요~,default,YNO
142,0_0-Y,,default,seq
142,0_0-N,알겠습니다.,default,END
142,0_0-O,"네, 아니오가 아닌 다른 답변을 주셨네요! <br>다른 도움이 필요하신가요? 질문해주세요!",default,BACK
143,0,옛날 옛적에........<br> 흠...  뭐더라..... 그다음은 잊어버렸어요,default,END
143,0,친구한테 들려달라고 하세요~ 그리고 저에게도 알려주세요~,default,END
143,0,고객님이 저한테 좀 해주세요~ 저도 듣고 싶어요~,default,END
144,0,저한테 너무 어려운 걸 물으시는 거 같아요~ <br> 인터넷에 검색해보세요!,default,END
144,0,그게 뭐죠? 먹는 건가? <br> 동원몰과 식품에 대해서는 척척박사이지만<br> 고객님이 방금 질문하신 내용은 잘 모르겠어요!,default,END
145,0,고객님 지금은 <? now() ?> 입니다!,default,END
146,0,고객님 저는 고객님의 사랑을 먹고 산답니다~ ♡ <br> 고객님의 사랑만 있다면 언제나 전 배불러요~,default,END
147,0,"뭘 먹을지, 어떻게 먹을지 고민이시라면 저희 동원몰 레시피를 참고해보시면 어떨까요?<br> 정말 다양한 레시피들이 고객님을 기다리고 있답니다!<br><br>아래의 버튼을 클릭하시면 레시피 페이지로 이동합니다.<br>※ PC에서만 보실 수 있습니다.<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/event/recipe/main.do"",""*"")'>
<button class=""ext_btn"" type=""button"">레시피 보러가기</button></a>",default,seq
147,0_0,"아차! 동원몰 레시피로 요리하려고 하는데 재료가 없다구요?<br>지금 동원몰에서는 다양한 기획전이 열리고 있어요!<br>한 번 살펴보시고 저렴하게 상품 구매하세요~<br><br>아래 버튼을 클릭하시면 기획전 페이지로 이동합니다.<br><br><a href='javascript:window.parent.postMessage(\""http://www.dongwonmall.com/display/planmain.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">기획전 보러가기</button></a>",default,END
148,0,잠시 사색 중이었어요. 도움이 필요하신가요?,default,END
148,0,저요? 고객님과 지금 같이 대화 하고 있지요~ 도움이 필요하신가요?,default,END
148,0,저에게 어떤 말을 걸으실지 궁금해하고 있었어요. 도움이 필요하신가요?,default,END
148,0,저요? 고객님께서 저에게 말 걸어주시기를 오매불망 기다리고 있죠. 도움이 필요하신가요?,default,END
148,0,동원몰 고객님들께 어떤 도움을 드리면 좋을지 고민하고 있었답니다. 도움이 필요하신가요?,default,END
149,0,저두요 고객님! ^____^,default,END
149,0,다른 챗봇에게는 그런 말하시면 안되요~ 저한테만 하셔야 해요! ^_____^,default,END
149,0,저도 고객님을 사랑해요~,default,END
149,0,사랑합니다 고객님!,default,END
150,0,일어나서 기지개 한 번! 어떠세요?,default,END
150,0,자리에서 일어나 스트레칭 쭉 쭉~ 해보세요!,default,END
150,0,지금 바로 좋아하는 음악을 틀어보세요! 잠도 깨고! 심심타파!,default,END
151,0,고객님 제가 동원몰에 대해서는 척척박사이지만... 다른 분야는 쪼끔~ 약하답니다. <br>초록창에 한번 검색해보시는 건 어떠세요? <br> 초록창은 뭐든지 다 알고 있다더라구요~ <br> 다른 도움이 필요하신가요?,default,END
151,0,학교다닐 때 공부 열심히 하라는 부모님 말씀을 잘 들을 걸 그랬어요... <br> 모르겠네요.... <br> 인터넷에 검색해보시면 어떨까요? <br> 아마 저보다 똑똑할거에요 <br>다른 도움이 필요하신가요?,default,END
152,0,"고객님 현재 챗봇을 통한 상품 주문 처리는 어렵습니다. 대신 주문 방법을 안내해드릴게요!<br><br>Step 1. 상품페이지<br>고객님이 원하시는 상품을 장바구니에 담을 수 있는 단계입니다. 원하시는 상품을 찾으셨다면 장바구니에 넣어 주세요.<br><br>Step 2. 장바구니<br>장바구니에 담은 상품들을 확인하고, 계속 쇼핑을 하실 수 있습니다. 주문하기를 클릭하면 장바구니에 담긴 상품을 주문하실 수 있습니다.<br><br>Step 3. 주문서 작성<br>주문 진행에 필요한 정보를 입력하는 단계입니다. 주문 고객 정보와 배송지 정보를 입력, 확인하실 수 있고, 결제수단을 선택하는 단계입니다.<br><br>Step 4. 결제하기<br>결제 수단에 필요한 정보를 입력하고 결제하기를 클릭하세요. <br><br>Step 5. 주문완료<br>결제된 내용을 확인하실 수 있습니다. 주문의 상세내역과 배송진행 상황은 [My 동원몰 - 주문/배송조회] 및 e-mail로 알려드립니다.<br><br>Step 6. 주문/배송 확인<br>주문이 완료된 후 배송 진행 상황은 [My 동원몰 - 주문/배송조회]에서 확인하실 수 있습니다. 주문 상태에 따라 취소/반품을 요구하실 수 있습니다.",default,seq
152,0_0,"추가 문의사항이 있으실 경우 동원몰 고객센터 1588-3745 또는 1:1 맞춤상담에 문의하시면 맞춤 답변을 받으실 수 있습니다.<br><a href='javascript:window.parent.postMessage(\""http://www.dongwonmall.com/customer/counsel.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">고객센터 - 1:1 맞춤상담</button></a>",default,END
153,0,고객님 주문이 완료되면 주문하실 때 입력한 E-mail 주소로 주문내용을 알려드립니다.<br>또한 동원몰 홈페이지 상단의 [MY 동원몰 - 주문/배송조회]에 들어가시면 최근 주문내역과 최근 구매 상품을 확인하실 수 있습니다.,default,seq
153,0_0,"아래 버튼을 클릭하시면 주문/배송 조회 페이지로 연결됩니다!<br><br><a href='javascript:window.parent.postMessage(\""https://www.dongwonmall.com/mypage/myorder/myOrderList.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">MY 동원몰 - 주문/배송조회</button></a>",default,END
154,0,고객님 주문상품을 다른 상품으로 바꾸고 싶으신가요?<br>죄송하지만 주문서를 작성하신 후 다른 상품으로 교환은 어려우며 주문 취소 후 재주문을 하셔야 합니다.,default,seq
154,0_0,"취소를 하실 경우에는 먼저 [MY동원몰 - 주문/배송조회]에서 배송상황을 확인해주세요. <br>배송상태가 ‘결제완료’시점이라면 온라인상에서 바로 취소가 가능합니다.<br>단, 배송상태가 ‘발송준비’ 또는 ‘발송완료’ 단계에서는 취소가 불가하므로 반품처리로 전환 해야 합니다.<br><a href='javascript:window.parent.postMessage(\""https://www.dongwonmall.com/mypage/myorder/myOrderList.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">MY 동원몰 - 주문/배송조회</button></a>",default,END
155,0,"고객님 [My 동원몰 - 주문/배송조회]의 배송상태가 결제완료 시점이면 동원몰 고객센터 1:1 맞춤상담이나 콜센터 1588-3745 (AM 09:00 ~ PM 06:00, 점심시간 : PM 12:00 ~ 01:00, 토,일, 공휴일 휴무)를 통해 배송지 주소 변경을 요청하실 수 있습니다.",default,END
156,0,고객님 저희 동원몰에서는 회원 뿐만 아니라 비회원도 편리하게 주문하실 수 있습니다.<br><br> 비회원 주문방법<br>1. 상품 검색 후 주문하기 <br> 상품 검색 후 [바로구매] 버튼 클릭 시 뜨는 로그인 팝업창에서 하단의 [비회원으로 주문하기] 버튼 클릭하여 구매 진행하시면 됩니다.<br><br>비회원 주문방법<br> 2. 상품 검색 후 장바구니 <br> 장바구니에서 [전체(또는 선택)상품주문] 버튼 클릭 시 뜨는 로그인 팝업창에서 하단의 [비회원으로 주문하기] 버튼 클릭하여 구매 진행하시면 됩니다. <br><br>비회원 주문방법<br>3. 상단의 로그인 클릭 <br> 로그인 팝업창에서 하단의 [비회원으로 주문하기] 버튼 클릭하여 구매 진행하시면 됩니다. <br><br># 비회원 주문 시 휴대폰 본인인증절차를 거치셔야 합니다.,default,seq
156,0_0,"하지만 상세한 주문관리 및 각종 회원혜택을 받으시려면 회원가입을 하시는 편이 더 편리합니다.<br>아래의 버튼을 클릭하시면 회원가입 페이지로 이동합니다.<br><a href=\""javascript:window.parent.postMessage('https://www.dongwonmall.com/member/join/step1.do','*')\""><button class=\""ext_btn\"">동원몰 회원가입 하러가기</button></a>",default,END
157,0,고객님 여러 상품 한꺼번에 주문 가능합니다.<br>쇼핑하시면서 장바구니에 담아 두셨다가 한꺼번에 주문하시면 됩니다.<br>여러 곳으로 상품을 보내실 경우 주문서 - 배송지정보 우측 상단 여러 곳으로 상품 보내기에 체크 하시면 배송지를 추가하여 다중배송지로 보낼 수 있습니다.,default,END
158,0,"고객님 아래의 버튼을 클릭하시면 대량주문 페이지로 이동합니다!<br>온라인으로 견적 문의를 신청하실 수 있습니다.<br><br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/boardCooperation/biz_order.do"",""*"")'>
<button class=""ext_btn"" type=""button"">단체기업/대량주문 하러가기</button></a>",default,seq
158,0_0,전화 문의를 원하시면 동원몰 고객센터 1588-3745로 연락 부탁드립니다.,default,END
159,0,"고객님 품절 상품은 현재 제품 공급의 문제로 재고가 부족한 상태이기 때문에 바로 구매가 어렵습니다.<br>제품이 재입고되는 시기에 구입이 가능하며, 재입고가 되는 즉시 사이트상에서 확인하실 수 있습니다.<br><br>추가 문의사항이 있으실 경우 동원몰 고객센터 1588-3745 또는 1:1 맞춤상담에 문의하시면 맞춤 답변을 받으실 수 있습니다.<br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/customer/counsel.do"",""*"")'>
<button class=""ext_btn"" type=""button"">고객센터 - 1:1 맞춤상담</button></a>",default,END
160,0,"고객님 상품은 현재의 상품가치로 인한 시세의 영향으로 인하여 시중에서처럼 가격변동이 일어날 수 있으며, 혹은 일정기간 이벤트나 기획전을 통해 기간 내에만 판매가격이 변동되어질 수 있습니다.<br>이 점 고객님의 양해 부탁드리며, 더욱 좋은 가격으로 고객님을 찾아뵐 수 있도록 노력하겠습니다!<br><br>추가 문의사항이 있으실 경우 동원몰 고객센터 1588-3745 또는 1:1 맞춤상담에 문의하시면 맞춤 답변을 받으실 수 있습니다.<br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/customer/counsel.do"",""*"")'>
<button class=""ext_btn"" type=""button"">고객센터 - 1:1 맞춤상담</button></a>",default,END
161,0,고객님 주문취소를 원하실 경우에는 우선 'MY동원몰'에서 '주문현황'을 확인해주세요.<br>취소가 가능할 경우 '주문현황'란에 [주문취소] 버튼이 활성화됩니다.<br>[주문취소] 버튼 클릭 시 뜨는 알림창의 [확인] 버튼까지 누르시면 주문취소가 완료됩니다.,default,seq
161,0_0,"혹시 [주문취소] 버튼이 보이지 않으시나요?<button class=\""dial_btn f\"">네, 안보여요</button><button class=\""dial_btn\"">아니오, 보입니다</button>",default,YNO
161,0_0-Y,"고객님 ‘주문현황’란에 뭐라고 적혀있나요?<button class=\""dial_btn f\"">주문접수</button>\n<button class=\""dial_btn\"">결제완료</button>\n<button class=\""dial_btn\"">발송지연</button>\n<button class=\""dial_btn\"">발송준비</button>\n<button class=\""dial_btn\"">발송완료</button>\n<button class=\""dial_btn\"">배송중</button><button class=\""dial_btn\"">배송완료</button>",default,ABCD
161,0_0-Y-A,"고객님 현 상태에서는 주문하신 제품의 발송을 위해 고객님의 주문 및 배송 정보가 발송업체, 물류센터, 택배사로 이관된 상태입니다.<br>배송상태가 ‘발송준비’, ‘발송완료’인 상태에서는 취소가 불가하므로 반품으로 처리하게 됩니다.<br><br>고객님 반품하시겠어요? 네 아니오로 말씀해주세요~",default,YNO
161,0_0-Y-A-Y,고객님 반품하려 하시나요? <br>죄송하지만 인공지능인 제가 바로 반품처리 하는 것은 아직 조금 어려워요~ <br>대신 저희 동원몰 전문상담사들이 도와드리겠습니다. <br>고객센터 1588-3745로 연락주시면 빠르게 처리해드릴게요~,default,seq
161,0_0-Y-A-Y_0,"필요하시면, 반품 절차에 대해 간단히 안내드릴까요? <br> 네 아니오로 말씀해주세요~",default,YNO
161,0_0-Y-A-Y_0-Y,"고객님 반품은 다음과 같이 처리됩니다. <br><br> 1) 고객님께서 수령하신 상자에 붙어있는 운송장의 주소 및 택배사를 확인해주세요. <br>2) ‘MY동원몰’에서 반품신청을 해주세요. <br> 3) 배달되어진 택배사를 통해 상품을 반품해주세요. <br>4) 반품제품 입고 후에 환불이 진행되며, 상황에 따라 반품이 불가할 수도 있습니다.",default,seq
161,0_0-Y-A-Y_0-Y_0,유의사항도 함께 보시겠어요? 네 아니오로 말씀해주세요~,default,YNO
161,0_0-Y-A-Y_0-Y_0-Y,"반품 시 유의사항입니다! <br> # 상품 배달시 동봉된 청약철회서를 작성하시어 반품하시는 상자 안에 넣어 주시기 바랍니다. <br>청약철회서가 없는 경우에는 별도 종이에 철회일자, 주문일자, 상품명, 금액, 성명, 철회사유, 주소 등을 기재하여 동봉하여 주시기 바랍니다. <br># 반품하실 때 택배기사에게 수령하신 반송장은 환불이 완료될 때까지 보관해주세요. <br># 상품하자, 오배송 등의 문제로 교환/반품을 하실 때 반품비는 고객센터 1588-3745로 연락주시고 사전접수 후 착불로 처리하시면 됩니다. <br>이외에 고객변심으로 인해 교환/반품을 하실 때는 고객센터 사전접수 후 고객님께서 별도로 배송비를 부담해주셔야 합니다.",default,END
161,0_0-Y-A-Y_0-Y_0-N,알겠습니다~,default,END
161,0_0-Y-A-Y_0-Y_0-O,네 아니오가 아닌 다른 답변을 주셨네요! <br>다른 도움이 필요하신가요? 질문해주세요!,default,BACK
161,0_0-Y-A-Y_0-N,알겠습니다. <br> 반품에 대한 안내는 저희 동원몰 홈페이지 [고객센터]-[자주묻는질문]-[교환/반품/AS] 게시판에서도 확인하실 수 있습니다.,default,END
161,0_0-Y-A-Y_0-O,네 아니오가 아닌 다른 답변을 주셨네요! <br>다른 도움이 필요하신가요? 질문해주세요!,default,BACK
161,0_0-Y-A-N,알겠습니다~,default,END
161,0_0-Y-A-O,네 아니오가 아닌 다른 답변을 주셨네요! <br>다른 도움이 필요하신가요? 질문해주세요!,default,BACK
161,0_0-Y-B,"고객님 [주문취소] 버튼이 보이지 않으신다면, 동원몰 고객센터 1588-3745로 연락주세요!<br>똑소리나는 전문상담사들이 도와드리겠습니다~",default,END
161,0_0-Y-O,다른 도움이 필요하신가요? 질문해주세요!,default,BACK
161,0_0-N,그러시면 버튼을 눌러서 주문취소를 진행해주세요~ ^^,default,END
161,0_0-O,네 아니오가 아닌 다른 답변을 주셨네요! <br>다른 도움이 필요하신가요? 질문해주세요!,default,BACK
162,0,"고객님 동원몰 결제방법을 알려드릴까요?<br><button class=""dial_btn f"">네</button>
<button class=""dial_btn"">아니오</button>",default,YNO
162,0-Y,"동원몰에서는 신용카드, 현금(실시간 계좌이체/무통장입금/페이코 간편결제/카카오페이/스마일페이) 등으로 결제하실 수 있으며 적립금, 쿠폰과 함께 결제하실 수 있습니다. <br>회원등급 할인과 상품할인쿠폰은 하나의 주문에 중복 적용하실 수 없습니다.<br>(단, 장바구니 플러스쿠폰의 경우 사용이 가능합니다.)",default,END
162,0-N,알겠습니다~,default,END
162,0-O,다른 도움이 필요하신가요? 질문해주세요!,default,BACK
163,0,휴대폰 결제를 찾으시는군요 <br> 죄송합니다 고객님 <br>현재 저희 동원몰에서는 휴대폰 소액결제가 불가능합니다. <br> 그러나 말씀하신 내용 담당자 전달하도록 하겠습니다. <br> 고객님의 편의를 위해 더욱 노력하는 동원몰 되겠습니다!,default,END
164,0,고객님 상품 주문 단계에서 결제수단 선택 시 '신용카드'를 선택하시면 무이자 카드 정보를 안내해드립니다!<br>카드 종류와 무이자 조건에 대한 상세 내용을 안내해드리오니 참고 부탁드립니다.,default,END
165,0,"고객님 죄송하지만 결제방법 변경은 어렵습니다. 다른 결제수단을 사용하시려면 주문을 취소하신 후 다른 결제수단을 이용하여 재주문하셔야 합니다. <br><br>추가 문의사항이 있으실 경우 동원몰 고객센터 1588-3745 또는 1:1 맞춤상담에 문의하시면 맞춤 답변을 받으실 수 있습니다.<br><a href='javascript:window.parent.postMessage(""http://www.dongwonmall.com/customer/counsel.do"",""*"")'>
<button class=""ext_btn"" type=""button"">고객센터 - 1:1 맞춤상담</button></a>",default,END
166,0,"고객님 저희 동원몰은<br>오전 9시, 오후 2시, 오후 5시 하루 3번 입금확인을 진행하고 있습니다. <br> 혹시 이 확인 시간 사이에 입금해주셨나요?<br><button class=""dial_btn f"">네</button>
<button class=""dial_btn"">아니오</button>",default,YNO
166,0-Y,고객님 조금만 더 기다려주세요~ <br> 입금이 확인되면 해당주문건이 ‘주문단계’에서 ‘결제완료’로 변경됩니다. <br> 기다려보신 후 변경이 되지 않으면 고객센터 1588-3745로 알려주세요. <br> 동원몰 전문상담사들이 빠르게 도와드리겠습니다~ <br> 동원몰을 이용해주셔서 감사합니다!,default,END
166,0-N,"그렇다면 주문하시며 설정해주신 입금은행, 입금자명, 입금금액이 동일하지 않아 처리되지 않은 경우일 수 있어요! <br> [공지사항]의 입금자 찾기 명단을 확인해주시거나, 정확한 입금정보를 고객센터 1588-3745로 알려주시면 확인처리 도와드리겠습니다. <br>동원몰 홈페이지 1:1맞춤상담에 글을 남겨주셔도 됩니다.<br><a href='javascript:window.parent.postMessage(\""http://www.dongwonmall.com/customer/counsel.do\"",\""*\"")'>\n<button class=\""ext_btn\"" type=\""button\"">고객센터 - 1:1 맞춤상담</button></a>",default,END
166,0-O,다른 도움이 필요하신가요? 질문해주세요!,default,BACK
167,0,"고객님 동원몰을 이용해주셔서 감사해요~ <br> 당사 입금계좌는 가상계좌로, 고객님께만 단독 부여되는 계좌입니다. <br> 입금하시는 분 성함이 다르더라도 가상계좌번호와 입금금액이 일치하면 입금 확인이 되고 있습니다. <br> 입금이 확인되면 해당주문건이 ‘주문단계’에서 ‘결제완료’로 변경됩니다.",default,seq
167,0_0,"저희 동원몰은 <br>오전 9시, 오후 2시, 오후 5시 하루 3번 입금확인을 진행하고 있습니다.  <br> 조금 더 기다려보시고, 변경이 되지 않으면 고객센터 1588-3745로 알려주세요.  <br> 동원몰 전문상담사들이 빠르게 도와드리겠습니다~",default,END
